"","hhid","hh_income_detailed","h_tract","lifecycle","personid","education","resptype","work_loc_tract","transitpay_upass","transitpay_access","transitpay_school","transit_subsidy","h_tract1"
"743",14101063,4,53033007402,4,1410106301,5,1,53033008100,0,0,0,4,74.02
"744",14101064,2,53033008400,5,1410106401,6,1,53033003400,0,0,0,5,84
"745",14101065,5,53033008400,3,1410106501,6,1,53033007300,0,0,0,3,84
"746",14101066,9,53033008300,7,1410106601,6,1,53033008100,NA,NA,NA,NA,83
"747",14101069,5,53033008600,4,1410106901,6,1,53033008500,NA,NA,NA,NA,86
"748",14101070,4,53033009200,4,1410107001,6,1,53033008100,0,0,0,5,92
"749",14101073,10,53033009500,7,1410107301,7,1,53033023700,0,0,0,4,95
"750",14101076,4,53033021100,2,1410107601,6,1,53033008200,0,0,0,4,211
"751",14101079,5,53033025301,7,1410107901,7,1,53033025301,0,0,0,NA,253.01
"752",14101083,2,53033028403,7,1410108302,1,2,53033009900,0,0,0,5,284.03
"753",14101084,6,53033029407,7,1410108402,3,2,53033026200,NA,NA,NA,NA,294.07
"754",14101085,7,53033030006,3,1410108501,3,1,53061051925,NA,NA,NA,NA,300.06
"755",14101086,5,53053061300,7,1410108601,5,1,53033022803,0,0,0,3,613
"756",14101088,6,53053061002,2,1410108801,3,1,53053061601,NA,NA,NA,NA,610.02
"757",14101089,2,53035080500,3,1410108901,3,1,53035091600,0,0,0,NA,805
"758",14101090,9,53033032007,2,1410109001,6,1,53033023804,NA,NA,NA,NA,320.07
"759",14101093,8,53033022801,2,1410109302,7,2,53033004900,0,0,0,4,228.01
"760",14101094,7,53033023300,7,1410109401,3,1,53033009300,NA,NA,NA,NA,233
"761",14101095,98,53033023500,1,1410109501,3,1,53033023804,0,0,0,3,235
"762",14101097,7,53033023604,1,1410109701,7,1,53033023700,NA,NA,NA,NA,236.04
"763",14101098,4,53033023603,6,1410109801,6,1,53033010900,0,0,0,5,236.03
"765",14101100,2,53033002900,4,1410110001,7,1,53033002900,NA,NA,NA,NA,29
"766",14101101,5,53033003000,4,1410110101,7,1,53061042006,NA,NA,NA,NA,30
"767",14101102,7,53033000600,2,1410110201,7,1,53033027900,NA,NA,NA,NA,6
"768",14101104,7,53033003300,6,1410110401,6,1,53033021300,0,0,0,5,33
"769",14101105,2,53033004500,7,1410110503,2,2,53033004400,0,0,0,NA,45
"770",14101106,2,53033004200,6,1410110601,7,1,53053060200,0,0,0,5,42
"771",14101107,6,53033004500,7,1410110701,7,1,53033001900,0,0,0,NA,45
"772",14101108,98,53033004900,4,1410110801,7,1,53033006700,NA,NA,NA,NA,49
"773",14101109,3,53033004900,6,1410110901,6,1,53061041304,0,0,0,5,49
"774",14101110,5,53033005000,7,1410111001,6,1,53061051802,0,0,0,5,50
"775",14101112,3,53033005802,1,1410111202,3,2,53033009300,NA,NA,NA,NA,58.02
"776",14101113,7,53033006600,6,1410111301,7,1,53033009300,1,0,0,4,66
"777",14101114,3,53033006400,6,1410111401,6,1,53033023700,0,0,0,4,64
"778",14101115,98,53033006200,2,1410111501,7,1,53033008400,NA,NA,NA,NA,62
"779",14101116,6,53033006100,4,1410111601,6,1,53033007300,0,0,0,4,61
"780",14101117,5,53033006000,3,1410111701,6,1,53033008001,NA,NA,NA,NA,60
"781",14101118,6,53033006100,8,1410111801,7,1,53061051400,0,0,0,5,61
"782",14101119,10,53033006100,7,1410111901,7,1,53033008100,0,0,0,3,61
"783",14101120,6,53033007000,7,1410112001,6,1,53033009300,0,0,0,5,70
"784",14101121,4,53033007401,3,1410112101,7,1,53033005301,0,0,0,4,74.01
"785",14101123,7,53033007401,6,1410112302,7,2,53033007300,NA,NA,NA,NA,74.01
"786",14101125,8,53033007000,6,1410112501,7,1,53033023804,0,0,0,3,70
"787",14101126,3,53033007000,6,1410112602,6,2,53033008100,0,0,0,3,70
"788",14101128,8,53033022202,6,1410112801,7,1,53033022803,NA,NA,NA,NA,222.02
"789",14101129,8,53033022006,4,1410112901,6,1,53033022005,NA,NA,NA,NA,220.06
"790",14101133,5,53035090900,4,1410113301,4,1,53033009200,0,0,0,4,909
"792",14101135,6,53033006600,5,1410113501,7,1,53033008600,0,0,0,4,66
"793",14101136,5,53033006700,3,1410113601,7,1,53033007300,0,0,0,3,67
"794",14101137,7,53033004900,7,1410113701,5,1,53033008500,0,0,0,4,49
"795",14101138,3,53033005400,3,1410113801,6,1,53033005302,1,0,0,5,54
"796",14101139,6,53033003600,4,1410113901,6,1,53033022803,NA,NA,NA,NA,36
"797",14101140,5,53033003600,8,1410114001,3,1,53033007900,0,0,0,5,36
"798",14101141,6,53033006700,3,1410114101,6,1,53033007300,NA,NA,NA,NA,67
"799",14101142,5,53033007100,3,1410114201,6,1,53033008100,0,0,0,4,71
"800",14101143,8,53033007000,7,1410114301,6,1,53033026200,NA,NA,NA,NA,70
"801",14101144,7,53033007100,6,1410114401,6,1,53033022803,0,0,0,3,71
"802",14101146,5,53033007500,7,1410114601,7,1,53033004900,0,0,0,3,75
"803",14101149,98,53033007401,4,1410114901,6,1,53033006500,0,0,0,4,74.01
"804",14101151,3,53033007700,5,1410115101,7,1,53033004800,0,0,0,5,77
"805",14101152,98,53033007700,7,1410115201,6,1,53033022803,0,0,0,3,77
"806",14101153,7,53033007700,1,1410115301,6,1,53033008200,0,0,0,4,77
"807",14101154,3,53033010500,3,1410115401,6,1,53033007000,0,0,0,5,105
"808",14101156,4,53033008700,1,1410115601,6,1,53033024500,NA,NA,NA,NA,87
"809",14101158,6,53061041704,6,1410115801,3,1,53061051802,NA,NA,NA,NA,417.04
"810",14101161,4,53033002500,6,1410116101,7,1,53033005302,NA,NA,NA,NA,25
"812",14101164,5,53033004600,7,1410116401,6,1,53033008100,0,0,0,3,46
"813",14101165,7,53033011500,2,1410116501,6,1,53033006600,0,0,0,4,115
"814",14101166,10,53033007800,6,1410116601,6,1,53033004900,0,0,0,NA,78
"815",14101167,8,53033021400,8,1410116702,6,2,53033007900,NA,NA,NA,NA,214
"816",14101169,6,53033012000,2,1410116901,6,1,53033004100,1,0,0,3,120
"817",14101171,9,53033022400,6,1410117102,6,2,53033022803,NA,NA,NA,NA,224
"818",14101172,6,53033022603,7,1410117201,6,1,53033032313,NA,NA,NA,NA,226.03
"819",14101174,8,53033021906,7,1410117402,6,2,53033022005,NA,NA,NA,NA,219.06
"820",14101179,6,53033029305,7,1410117902,3,2,53033030501,NA,NA,NA,NA,293.05
"821",14101180,8,53033031400,7,1410118001,7,1,53033010900,NA,NA,NA,NA,314
"822",14101181,3,53033031605,2,1410118101,3,1,53033030501,NA,NA,NA,NA,316.05
"823",14101182,8,53033032321,2,1410118201,6,1,53033022803,NA,NA,NA,NA,323.21
"824",14101183,8,53033032215,2,1410118302,7,2,53033032313,NA,NA,NA,NA,322.15
"825",14101184,98,53033032329,2,1410118401,6,1,53033022803,NA,NA,NA,NA,323.29
"826",14101185,7,53033032602,4,1410118501,7,1,53033032208,NA,NA,NA,NA,326.02
"827",14101187,7,53053070307,7,1410118701,6,1,53033008100,0,0,0,5,703.07
"828",14101188,98,53053063200,4,1410118801,3,1,53053073406,NA,NA,NA,NA,632
"829",14101189,4,53053060905,7,1410118901,4,1,53053062600,NA,NA,NA,NA,609.05
"830",14101190,4,53053060300,3,1410119001,7,1,53053072903,0,0,0,NA,603
"831",14101192,7,53035090202,7,1410119201,6,1,53033008100,0,0,0,4,902.02
"832",14101193,6,53053070315,2,1410119301,5,1,53053061002,NA,NA,NA,NA,703.15
"833",14101194,5,53053071411,7,1410119401,2,1,53053071410,NA,NA,NA,NA,714.11
"834",14101196,4,53053073125,7,1410119601,3,1,53053071805,NA,NA,NA,NA,731.25
"835",14101198,4,53053073121,2,1410119801,3,1,53033030401,NA,NA,NA,NA,731.21
"836",14101199,2,53053073124,1,1410119902,3,2,53053072907,NA,NA,NA,NA,731.24
"837",14101200,5,53053073114,6,1410120001,6,1,53033030801,NA,NA,NA,NA,731.14
"838",14101201,6,53061041608,1,1410120101,7,1,53061052114,NA,NA,NA,NA,416.08
"839",14101203,4,53061051923,6,1410120302,6,2,53033009200,0,0,0,4,519.23
"840",14101204,8,53061051927,2,1410120401,6,1,53033008100,0,0,0,3,519.27
"841",14101207,3,53061051500,7,1410120701,5,1,53061050200,NA,NA,NA,NA,515
"843",14101210,5,53033000402,4,1410121001,3,1,53033008200,0,0,0,4,4.02
"844",14101212,8,53033001000,7,1410121201,6,1,53033007200,NA,NA,NA,NA,10
"845",14101213,98,53033003200,4,1410121301,3,1,53033007100,0,0,0,3,32
"846",14101216,7,53033011300,1,1410121601,6,1,53033007300,0,0,0,3,113
"847",14101218,7,53033021904,7,1410121802,4,2,53033008200,0,0,0,4,219.04
"848",14101219,8,53033022201,1,1410121901,7,1,53033023803,NA,NA,NA,NA,222.01
"849",14101221,10,53033023900,6,1410122101,6,1,53033022803,0,0,0,3,239
"850",14101222,4,53033027100,7,1410122201,3,1,53033029206,NA,NA,NA,NA,271
"851",14101223,4,53033028500,7,1410122303,2,2,53033025500,0,0,0,5,285
"852",14101224,7,53035080900,6,1410122401,5,1,53033009900,0,0,0,3,809
"853",14101226,5,53033030309,1,1410122602,6,2,53033010402,NA,NA,NA,NA,303.09
"854",14101227,5,53035091600,7,1410122701,3,1,53035091800,NA,NA,NA,NA,916
"855",14101228,98,53035091000,8,1410122802,6,2,53033008200,0,0,0,3,910
"857",14101231,98,53061040900,4,1410123101,3,1,53061041304,NA,NA,NA,NA,409
"858",14101232,3,53061040400,4,1410123201,6,1,53033020700,NA,NA,NA,NA,404
"859",14101234,98,53061051601,1,1410123401,6,1,53033023804,0,0,0,5,516.01
"860",14101235,5,53061051802,4,1410123501,7,1,53061041301,0,0,0,5,518.02
"861",14101236,7,53061050402,2,1410123601,6,1,53061041304,NA,NA,NA,NA,504.02
"862",14101237,2,53061050300,4,1410123701,3,1,53061052204,NA,NA,NA,NA,503
"863",14101238,6,53061052401,7,1410123801,6,1,53033009300,0,0,0,3,524.01
"864",14101239,6,53061052206,1,1410123901,5,1,53061040300,NA,NA,NA,NA,522.06
"865",14101241,3,53033023803,3,1410124101,6,1,53033011200,0,0,0,5,238.03
"866",14101245,5,53033004100,6,1410124502,3,2,53033032309,0,0,0,NA,41
"867",14101246,2,53033004400,4,1410124601,3,1,53033003600,NA,NA,NA,NA,44
"868",14101247,6,53033005301,6,1410124701,7,1,53033008500,1,0,0,5,53.01
"869",14101248,6,53033005301,3,1410124801,7,1,53033009200,0,0,0,3,53.01
"870",14101249,1,53033005200,4,1410124901,3,1,53033009300,0,0,0,5,52
"871",14101250,4,53033004100,6,1410125001,3,1,53033005302,1,0,0,2,41
"872",14101251,3,53033004302,3,1410125101,6,1,53033005301,0,0,0,5,43.02
"873",14101252,5,53033001200,4,1410125201,5,1,53033008200,0,0,0,4,12
"874",14101253,98,53033001200,4,1410125301,6,1,53033022803,NA,NA,NA,NA,12
"875",14101254,7,53033023804,6,1410125401,7,1,53033023804,NA,NA,NA,NA,238.04
"876",14101255,3,53033000700,7,1410125501,3,1,53033009300,0,0,0,4,7
"877",14101257,2,53033000401,4,1410125701,5,1,53033032103,0,0,0,5,4.01
"878",14101258,8,53033000200,7,1410125801,7,1,53033009300,0,0,0,3,2
"879",14101259,7,53033000401,4,1410125901,6,1,53033008100,0,0,0,5,4.01
"880",14101261,8,53033022801,6,1410126101,7,1,53033024800,NA,NA,NA,NA,228.01
"881",14101262,10,53033022801,2,1410126202,6,2,53033023804,NA,NA,NA,NA,228.01
"882",14101265,98,53033023804,7,1410126502,7,2,53061041304,NA,NA,NA,NA,238.04
"883",14101266,6,53061051918,7,1410126602,6,2,53061051925,NA,NA,NA,NA,519.18
"885",14101269,6,53061053803,7,1410126901,3,1,53061051905,NA,NA,NA,NA,538.03
"886",14101270,5,53061050401,7,1410127001,6,1,53033032313,0,0,0,3,504.01
"887",14101271,4,53061051000,7,1410127102,5,2,53061051000,NA,NA,NA,NA,510
"888",14101276,2,53053073301,2,1410127601,3,1,53053061100,NA,NA,NA,NA,733.01
"889",14101277,98,53053073116,1,1410127701,6,1,53053060200,NA,NA,NA,NA,731.16
"890",14101279,6,53035092300,7,1410127901,4,1,53035081400,0,0,0,3,923
"891",14101280,5,53035092500,2,1410128001,6,1,53053061400,0,0,0,NA,925
"892",14101281,7,53033030309,7,1410128101,7,1,53053062600,0,0,0,3,303.09
"893",14101282,7,53033026100,7,1410128201,6,1,53033028403,NA,NA,NA,NA,261
"894",14101284,7,53033025200,1,1410128401,5,1,53033032210,NA,NA,NA,NA,252
"895",14101285,7,53033025200,6,1410128501,7,1,53033022803,NA,NA,NA,NA,252
"896",14101286,3,53033028901,3,1410128601,6,1,53033028300,NA,NA,NA,NA,289.01
"897",14101287,4,53033030003,2,1410128701,7,1,53033030309,NA,NA,NA,NA,300.03
"898",14101288,5,53033022202,6,1410128801,2,1,53033032309,NA,NA,NA,NA,222.02
"899",14101289,6,53033021803,6,1410128901,6,1,53033021804,0,0,0,4,218.03
"900",14101291,6,53033000700,8,1410129102,6,2,53033000600,NA,NA,NA,NA,7
"901",14101293,7,53061052503,7,1410129301,6,1,53061052401,NA,NA,NA,NA,525.03
"902",14101296,10,53061050300,7,1410129601,7,1,53033009200,NA,NA,NA,NA,503
"903",14101297,98,53061051913,2,1410129701,3,1,53033004700,NA,NA,NA,NA,519.13
"904",14101298,5,53053073111,2,1410129801,5,1,53033025806,NA,NA,NA,NA,731.11
"905",14101299,6,53053073125,7,1410129901,3,1,53033027200,NA,NA,NA,NA,731.25
"906",14101300,6,53053940011,2,1410130002,7,2,53033011700,NA,NA,NA,NA,9400.11
"907",14101303,98,53053072504,1,1410130301,6,1,53053060906,NA,NA,NA,NA,725.04
"908",14101305,5,53053072800,4,1410130501,6,1,53053072903,0,0,0,NA,728
"909",14101306,7,53035090400,7,1410130601,5,1,53035090400,NA,NA,NA,NA,904
"910",14101307,5,53053061200,1,1410130701,7,1,53053061602,1,0,0,4,612
"911",14101309,3,53053060700,4,1410130901,7,1,53053071503,NA,NA,NA,NA,607
"912",14101310,5,53053070203,7,1410131002,2,2,53053071803,NA,NA,NA,NA,702.03
"913",14101311,5,53053070311,6,1410131101,7,1,53033008100,0,0,0,3,703.11
"914",14101313,98,53033032704,7,1410131302,2,2,53033010900,NA,NA,NA,NA,327.04
"915",14101314,7,53035090101,4,1410131401,6,1,53035090101,0,0,0,5,901.01
"916",14101316,98,53033032317,7,1410131601,7,1,53033023700,NA,NA,NA,NA,323.17
"917",14101317,98,53033032324,7,1410131702,7,2,53033023403,NA,NA,NA,NA,323.24
"918",14101321,6,53033031903,2,1410132101,6,1,53033032319,NA,NA,NA,NA,319.03
"919",14101322,98,53033032103,1,1410132202,7,2,53033007300,NA,NA,NA,NA,321.03
"920",14101323,8,53033029303,7,1410132301,7,1,53033023403,0,0,0,4,293.03
"921",14101325,5,53033028300,4,1410132501,7,1,53033029601,NA,NA,NA,NA,283
"922",14101327,7,53033025102,2,1410132702,6,2,53033026200,NA,NA,NA,NA,251.02
"923",14101328,98,53033025601,8,1410132801,2,1,53033009300,0,0,0,5,256.01
"924",14101329,98,53033024300,7,1410132901,6,1,53033024800,NA,NA,NA,NA,243
"925",14101331,7,53033025200,1,1410133101,6,1,53033004301,NA,NA,NA,NA,252
"926",14101332,9,53033025001,7,1410133201,6,1,53033026300,NA,NA,NA,NA,250.01
"927",14101335,98,53033020402,7,1410133501,7,1,53033022603,0,0,0,NA,204.02
"928",14101337,6,53033021500,4,1410133701,7,1,53033021100,0,0,0,NA,215
"929",14101339,98,53033010200,7,1410133901,7,1,53033008100,0,0,0,5,102
"930",14101340,6,53033010200,1,1410134001,7,1,53033008600,0,0,0,4,102
"931",14101342,5,53033009800,4,1410134201,7,1,53033009300,0,0,0,4,98
"932",14101343,3,53033003400,4,1410134301,2,1,53033002900,NA,NA,NA,NA,34
"933",14101344,6,53033003300,4,1410134401,6,1,53033003300,0,0,0,NA,33
"935",14101349,6,53033001100,7,1410134901,5,1,53033022605,NA,NA,NA,NA,11
"936",14101350,3,53033000900,7,1410135001,3,1,53033002000,NA,NA,NA,NA,9
"937",14101353,5,53053061500,4,1410135301,7,1,53053073301,NA,NA,NA,NA,615
"938",14101357,5,53061051802,6,1410135702,2,2,53033023700,NA,NA,NA,NA,518.02
"939",14101359,1,53061041704,4,1410135901,3,1,53033023803,0,0,0,5,417.04
"940",14101360,5,53053073407,2,1410136001,6,1,53053072407,NA,NA,NA,NA,734.07
"941",14101361,3,53053073407,4,1410136101,6,1,53053073407,NA,NA,NA,NA,734.07
"942",14101362,98,53033007700,7,1410136201,3,1,53033007700,NA,NA,NA,NA,77
"943",14101363,5,53033007600,4,1410136301,6,1,53033008700,0,0,0,4,76
"944",14101364,4,53033007900,4,1410136401,3,1,53033010900,NA,NA,NA,NA,79
"945",14101365,7,53033007300,6,1410136501,6,1,53033007200,0,0,0,NA,73
"946",14101366,6,53033007500,6,1410136602,6,2,53033007200,0,0,0,3,75
"947",14101367,5,53033007500,4,1410136701,6,1,53033008500,0,0,0,3,75
"948",14101369,5,53033007200,4,1410136901,6,1,53033009900,0,0,0,NA,72
"949",14101370,98,53033007300,6,1410137001,6,1,53033025302,NA,NA,NA,NA,73
"950",14101371,3,53033007300,3,1410137101,7,1,53033023804,0,0,0,3,73
"951",14101372,3,53033007000,4,1410137201,4,1,53033022101,0,0,0,NA,70
"952",14101374,4,53033006700,5,1410137401,5,1,53033026200,NA,NA,NA,NA,67
"953",14101376,8,53033002800,7,1410137601,7,1,53033030401,NA,NA,NA,NA,28
"954",14101377,98,53033004400,8,1410137701,7,1,53033001900,0,0,0,4,44
"955",14101378,5,53033004700,3,1410137801,6,1,53033004700,0,0,0,5,47
"956",14101379,6,53033005400,4,1410137901,7,1,53033004100,0,0,0,3,54
"957",14101380,98,53033005400,6,1410138001,6,1,53033008500,0,0,0,5,54
"958",14101381,6,53033005000,6,1410138101,7,1,53033029700,0,0,0,NA,50
"959",14101382,5,53033004700,4,1410138201,6,1,53033009200,0,0,0,3,47
"960",14101386,6,53033001701,4,1410138601,6,1,53033011200,NA,NA,NA,NA,17.01
"961",14101388,4,53035090900,4,1410138801,4,1,53035090900,0,0,0,NA,909
"962",14101389,9,53035090800,1,1410138901,7,1,53033007300,0,0,0,4,908
"963",14101390,5,53061041810,4,1410139001,2,1,53033008100,0,0,0,4,418.1
"964",14101391,6,53033022500,4,1410139101,3,1,53033032323,NA,NA,NA,NA,225
"965",14101392,7,53033022003,8,1410139201,5,1,53033023803,0,0,0,5,220.03
"966",14101393,3,53033027702,4,1410139301,7,1,53033027701,0,0,0,NA,277.02
"967",14101394,7,53033032313,6,1410139401,5,1,53033024800,NA,NA,NA,NA,323.13
"968",14101395,98,53033007000,4,1410139501,7,1,53033007800,0,0,0,3,70
"969",14101396,7,53033009400,1,1410139601,7,1,53033009300,0,0,0,3,94
"970",14101397,9,53033009800,7,1410139701,7,1,53053061500,0,0,0,4,98
"971",14101398,6,53033008800,7,1410139801,6,1,53033006600,NA,NA,NA,NA,88
"972",14101399,10,53033006100,7,1410139901,7,1,53033008200,0,0,0,NA,61
"973",14101400,98,53033006700,6,1410140001,6,1,53033008200,0,0,0,5,67
"974",14101401,6,53033006700,4,1410140101,7,1,53033007300,0,0,0,3,67
"975",14101402,5,53033005801,4,1410140201,6,1,53033008100,0,0,0,5,58.01
"976",14101403,98,53033004900,4,1410140301,6,1,53033008100,NA,NA,NA,NA,49
"977",14101404,5,53033004900,7,1410140401,3,1,53033004700,NA,NA,NA,NA,49
"979",14101408,5,53033000100,1,1410140801,6,1,53033007500,1,0,0,1,1
"980",14101409,7,53033023403,6,1410140901,5,1,53033022604,NA,NA,NA,NA,234.03
"981",14101410,7,53033023300,1,1410141002,7,2,53033032313,NA,NA,NA,NA,233
"982",14101411,10,53033023401,7,1410141101,7,1,53033022803,NA,NA,NA,NA,234.01
"983",14101412,6,53033022802,2,1410141201,7,1,53033023601,NA,NA,NA,NA,228.02
"984",14101414,9,53033024901,4,1410141401,6,1,53033032309,0,0,0,3,249.01
"985",14101416,4,53033023801,4,1410141601,6,1,53033030313,NA,NA,NA,NA,238.01
"986",14101417,7,53033024701,7,1410141701,6,1,53033023803,NA,NA,NA,NA,247.01
"987",14101419,4,53035080500,6,1410141901,5,1,53035940100,1,0,0,2,805
"988",14101420,5,53035080600,1,1410142002,6,2,53035081400,NA,NA,NA,NA,806
"989",14101421,4,53053061100,4,1410142101,6,1,53053061300,NA,NA,NA,NA,611
"990",14101423,6,53053061300,6,1410142301,6,1,53033008001,0,0,0,3,613
"991",14101424,3,53053061300,3,1410142401,7,1,53053940007,0,0,0,NA,613
"992",14101425,2,53033029700,1,1410142502,3,2,53033029700,NA,NA,NA,NA,297
"993",14101427,6,53033029700,1,1410142702,6,2,53033026300,NA,NA,NA,NA,297
"994",14101428,7,53033025301,7,1410142801,6,1,53033026200,NA,NA,NA,NA,253.01
"995",14101430,5,53033028802,6,1410143001,3,1,53053060200,1,0,0,1,288.02
"996",14101431,2,53033025301,6,1410143101,7,1,53033026300,NA,NA,NA,NA,253.01
"997",14101433,5,53033012000,4,1410143301,5,1,53033008500,0,0,0,3,120
"998",14101434,4,53033009400,6,1410143402,6,2,53033007100,0,0,0,4,94
"999",14101436,98,53033009200,4,1410143601,2,1,53033008100,0,0,0,NA,92
"1000",14101438,5,53033008400,4,1410143801,7,1,53033009500,0,0,0,NA,84
"1001",14101439,3,53033008500,3,1410143901,6,1,53033008200,0,0,0,4,85
"1002",14101440,6,53033008100,3,1410144001,6,1,53033009300,0,0,0,5,81
"1003",14101441,6,53033007200,3,1410144101,6,1,53033007300,NA,NA,NA,NA,72
"1004",14101442,3,53033007300,3,1410144201,6,1,53033007300,0,0,0,3,73
"1005",14101443,2,53033007402,4,1410144301,6,1,53033005000,0,0,0,NA,74.02
"1006",14101444,6,53053073405,2,1410144402,7,2,53053073408,NA,NA,NA,NA,734.05
"1007",14101445,4,53053072307,1,1410144502,6,2,53053063000,NA,NA,NA,NA,723.07
"1008",14101446,9,53061052401,7,1410144601,7,1,53033021804,NA,NA,NA,NA,524.01
"1009",14101448,4,53053071602,4,1410144801,6,1,53033030401,NA,NA,NA,NA,716.02
"1010",14101449,98,53053071805,7,1410144901,6,1,53033030313,NA,NA,NA,NA,718.05
"1011",14101451,7,53053061500,4,1410145101,3,1,53053061601,NA,NA,NA,NA,615
"1012",14101452,4,53053061601,3,1410145201,7,1,53053072907,NA,NA,NA,NA,616.01
"1013",14101453,7,53053061500,4,1410145301,6,1,53053061601,NA,NA,NA,NA,615
"1014",14101454,7,53053062801,7,1410145401,6,1,53053062801,NA,NA,NA,NA,628.01
"1015",14101456,4,53053063400,7,1410145601,2,1,53053072603,0,0,0,6,634
"1016",14101463,6,53033000700,6,1410146302,6,2,53033005302,1,0,0,6,7
"1017",14101464,4,53033001200,4,1410146401,4,1,53033008100,0,0,0,3,12
"1018",14101466,98,53033007200,3,1410146601,6,1,53033007300,0,0,0,3,72
"1019",14101467,3,53033005301,4,1410146701,6,1,53033023401,0,0,0,NA,53.01
"1020",14101469,3,53033007402,6,1410146901,6,1,53033008100,0,0,0,4,74.02
"1021",14101471,7,53033009500,2,1410147101,6,1,53033008001,NA,NA,NA,NA,95
"1022",14101472,3,53033007500,3,1410147201,6,1,53033000600,NA,NA,NA,NA,75
"1023",14101473,5,53033007402,4,1410147301,5,1,53033008001,0,0,0,4,74.02
"1024",14101477,6,53033008400,2,1410147701,7,1,53033005302,1,0,0,5,84
"1025",14101479,7,53033008400,3,1410147901,6,1,53033022803,0,0,0,3,84
"1026",14101481,4,53033008600,3,1410148101,2,1,53033009200,0,0,0,5,86
"1027",14101482,6,53033009400,3,1410148201,7,1,53033008100,0,0,0,5,94
"1028",14101483,5,53033011800,7,1410148301,6,1,53033026200,0,0,0,5,118
"1029",14101484,6,53033020700,6,1410148401,7,1,53033007900,0,0,0,5,207
"1030",14101486,3,53033025302,7,1410148601,3,1,53033028901,NA,NA,NA,NA,253.02
"1031",14101487,1,53033026801,7,1410148702,3,2,53033029004,0,0,0,5,268.01
"1032",14101489,7,53035080900,8,1410148901,7,1,53033008100,0,0,0,NA,809
"1033",14101490,7,53033024701,6,1410149001,7,1,53033024800,NA,NA,NA,NA,247.01
"1034",14101491,7,53033024702,7,1410149101,6,1,53033021803,NA,NA,NA,NA,247.02
"1035",14101494,7,53033023500,7,1410149403,6,2,53061051923,NA,NA,NA,NA,235
"1036",14101495,6,53033022801,3,1410149501,7,1,53033025200,0,0,0,6,228.01
"1037",14101497,4,53033003000,4,1410149701,2,1,53033004900,0,0,0,3,30
"1039",14101499,9,53033023803,7,1410149901,7,1,53033022803,NA,NA,NA,NA,238.03
"1040",14101500,6,53033004900,6,1410150001,7,1,53033008100,0,0,0,4,49
"1041",14101501,3,53033003400,3,1410150101,5,1,53033008100,0,0,0,4,34
"1042",14101503,6,53033008001,3,1410150301,7,1,53033007300,0,0,0,3,80.01
"1043",14101504,8,53033007700,7,1410150402,7,2,53033008500,1,0,0,4,77
"1044",14101505,7,53033008001,6,1410150501,6,1,53033023801,0,0,0,5,80.01
"1045",14101506,5,53033009400,4,1410150601,6,1,53033023803,0,0,0,5,94
"1046",14101508,4,53033010002,4,1410150801,6,1,53033023804,0,0,0,NA,100.02
"1047",14101510,5,53033020402,3,1410151001,6,1,53033004000,0,0,0,NA,204.02
"1048",14101512,2,53061051905,6,1410151201,2,1,53061041704,1,0,0,5,519.05
"1049",14101513,7,53061051905,1,1410151301,5,1,53033005302,1,0,0,5,519.05
"1050",14101514,10,53033002600,7,1410151401,7,1,53033009300,0,0,0,3,26
"1051",14101515,2,53033003200,5,1410151501,7,1,53033009000,0,0,0,5,32
"1052",14101516,5,53033002600,8,1410151601,7,1,53033021300,NA,NA,NA,NA,26
"1053",14101517,3,53033005000,4,1410151701,4,1,53033006100,0,0,0,4,50
"1054",14101519,5,53033006100,4,1410151901,7,1,53033005302,0,0,0,5,61
"1055",14101520,7,53033023601,1,1410152001,7,1,53033009300,0,0,0,5,236.01
"1056",14101521,98,53033002800,6,1410152101,7,1,53033028403,NA,NA,NA,NA,28
"1057",14101522,7,53033002800,2,1410152201,7,1,53033007200,0,0,0,3,28
"1058",14101523,5,53033001200,8,1410152302,6,2,53033005302,1,0,0,4,12
"1059",14101525,98,53033010002,4,1410152501,7,1,53033032309,0,0,0,NA,100.02
"1060",14101526,98,53033006700,6,1410152601,6,1,53033007100,0,0,0,5,67
"1061",14101528,6,53033005900,6,1410152801,6,1,53033008001,0,0,0,NA,59
"1062",14101529,6,53033005801,7,1410152901,6,1,53033001300,0,0,0,5,58.01
"1063",14101530,4,53033004900,6,1410153002,7,2,53033008200,0,0,0,NA,49
"1064",14101531,98,53033005400,3,1410153101,6,1,53033004301,NA,NA,NA,NA,54
"1065",14101533,7,53033004700,7,1410153301,6,1,53033005302,1,0,0,4,47
"1066",14101535,7,53033003600,6,1410153501,7,1,53033004900,0,0,0,4,36
"1067",14101536,5,53033006700,5,1410153601,3,1,53033006100,NA,NA,NA,NA,67
"1068",14101537,10,53033007000,6,1410153701,6,1,53033007300,0,0,0,3,70
"1069",14101538,2,53033007100,6,1410153801,3,1,53033004800,0,0,0,5,71
"1070",14101539,5,53033007500,7,1410153902,7,2,53033008100,0,0,0,3,75
"1071",14101541,6,53033007500,3,1410154101,7,1,53033023403,0,0,0,3,75
"1072",14101543,6,53033007401,7,1410154302,6,2,53033007300,NA,NA,NA,NA,74.01
"1073",14101545,10,53033008700,1,1410154501,7,1,53061052107,NA,NA,NA,NA,87
"1074",14101546,6,53033009400,1,1410154601,7,1,53033011300,NA,NA,NA,NA,94
